Date,Hour,Offense_Type,Beat,Premise,BlockRange,StreetName,Type,Suffix,Number_offenses
1/1/16,2,Aggravated Assault,6B60,Apartment,16900-16999,NORTHCHASE,DR,-,1
1/1/16,3,Theft,6B60,Apartment Parking Lot,800-899,GREENS,RD,-,1
1/1/16,1,Theft,7C10,Driveway,1300-1399,BRINGHURST,ST,-,1
1/1/16,10,Theft,7C10,Restaurant or Cafeteria Parking Lot,2000-2099,JENSEN,DR,-,1
1/1/16,9,Auto Theft,7C20,Residence or House,4700-4799,LOCKWOOD,DR,-,1
1/1/16,20,Burglary,7C20,Residence or House,4600-4699,MAJESTIC,-,-,1
1/1/16,22,Aggravated Assault,7C20,Residence or House,4500-4599,WOOLWORTH,-,-,2
1/1/16,15,Aggravated Assault,7C20,Residence or House,4500-4599,CRANE,ST,-,1
1/1/16,14,Aggravated Assault,7C30,"Road, Street, or Sidewalk",1700-1799,BERRY,RD,-,1
1/1/16,12,Theft,7C30,Convenience Store Parking Lot,7700-7799,EASTEX,FWY,-,1
1/1/16,12,Theft,7C30,Miscellaneous Business (Non-Specific),7800-7899,JENSEN,DR,-,1
1/1/16,13,Theft,7C30,Apartment Parking Lot,2400-2499,ALDINE WESTFIELD,RD,-,1
1/1/16,5,Aggravated Assault,7C30,Residence or House,2900-2999,SADLER,-,-,1
1/1/16,12,Aggravated Assault,8C10,Department or Discount Store,7700-7799,LOCKWOOD,DR,-,1
1/1/16,3,Auto Theft,8C20,Bar or Night Club Parking Lot,8100-8199,HOMESTEAD,RD,-,1
1/1/16,19,Auto Theft,8C30,Driveway,7900-7999,FOWLIE,ST,-,1
1/1/16,5,Burglary,8C40,Department or Discount Store,9400-9499,MESA,DR,-,1
1/1/16,12,Aggravated Assault,8C40,Driveway,9200-9299,LINDA VISTA,RD,-,1
1/1/16,9,Theft,8C40,Grocery Store or Supermarket,9400-9499,MESA,DR,-,1
1/1/16,21,Theft,8C50,Residence or House,9300-9399,TIDWELL,RD,-,1
1/1/16,14,Burglary,8C50,Residence or House,9700-9799,TRUMPET,-,-,1
1/1/16,8,Theft,8C60,"Other, Unknown, or Not Listed",7600-7699,YOE,-,-,1
1/1/16,15,Robbery,9C10,"Field, Woods, Forest, Park",1400-1499,LEDWICKE,-,-,1
1/1/16,18,Auto Theft,9C20,Commercial Building,8300-8399,EAST,FWY,-,1
1/1/16,9,Aggravated Assault,9C20,Residence or House,7200-7299,GONZALES,ST,-,1
1/1/16,9,Theft,9C20,Convenience Store Parking Lot,8800-8899,LOOP,-,N,1
1/1/16,12,Theft,9C40,Driveway,13100-13199,HALIFAX,-,-,1
1/1/16,1,Aggravated Assault,9C40,Residence or House,11600-11699,BORDERWOOD,DR,-,2
1/1/16,22,Theft,UNK,,10900-10999,GESSNER,RD,N,1
1/1/16,18,Theft,UNK,Residence or House,9200-9299,DANFORTH,WAY,-,1
1/1/16,14,Theft,UNK,Strip Business Center Parking Lot,8700-8799,GESSNER,RD,N,1
1/1/16,1,Aggravated Assault,UNK,Bar or Night Club,10300-10399,EAST,FWY,-,1
1/1/16,1,Theft,UNK,"Road, Street, or Sidewalk",1800-1899,MISSOURI,ST,-,1
1/2/16,1,Theft,10H20,"Road, Street, or Sidewalk",3900-3999,DALLAS,ST,-,1
1/2/16,9,Theft,10H30,Bar or Night Club,2000-2099,LEELAND,-,-,1
1/2/16,21,Theft,10H30,"Road, Street, or Sidewalk",2200-2299,DALLAS,ST,-,1
1/2/16,23,Theft,10H40,Bus Station,4500-4599,MAIN,ST,-,1
1/2/16,0,Rape,10H40,Hospital,2100-2199,MAIN,ST,-,1
1/2/16,7,Theft,10H50,Residence or House,4000-4099,LIVE OAK,-,-,1
1/2/16,16,Theft,10H50,Residence or House,2300-2399,TRUXILLO,-,-,1
1/2/16,0,Auto Theft,10H60,Service or Gas Station,2300-2399,SOUTHMORE,BLVD,-,1
1/2/16,16,Theft,10H60,"Road, Street, or Sidewalk",2200-2299,WENTWORTH,-,-,1
1/2/16,21,Theft,10H60,Residence or House,2800-2899,WHEELER,-,-,1
1/2/16,20,Burglary,10H60,Residence or House,2200-2299,RUTH,-,-,1
1/2/16,9,Theft,10H60,Residence or House,2800-2899,BARBEE,ST,-,1
1/2/16,3,Auto Theft,10H60,Other Parking Lot,4400-4499,DOWLING,ST,-,1
1/2/16,8,Theft,10H70,Bus Stop,6500-6599,FANNIN,ST,-,1
1/2/16,8,Theft,10H70,Apartment Parking Lot,7300-7399,ARDMORE,ST,-,1
1/2/16,19,Theft,10H70,Restaurant or Cafeteria Parking Lot,2100-2199,BINZ,ST,-,1
1/2/16,20,Robbery,11H10,Freeway Service Road,5900-5999,GULF,FWY,-,1
1/2/16,21,Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,-,S,1
1/2/16,14,Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,-,S,1
1/2/16,15,Theft,11H10,Commercial Building,2300-2399,WAYSIDE,-,S,1
1/2/16,10,Theft,11H10,Grocery Store or Supermarket,2300-2399,WAYSIDE,-,S,1
1/2/16,11,Theft,11H10,Restaurant or Cafeteria,6800-6899,HARRISBURG,-,-,1
1/2/16,6,Theft,11H20,Residence or House,1200-1299,BERKLEY,ST,-,1
1/2/16,16,Theft,11H30,Apartment,7300-7399,GULF,FWY,-,1
1/2/16,21,Theft,11H30,Convenience Store,8000-8099,LOOP,-,S,1
1/2/16,7,Robbery,11H40,Convenience Store,10100-10199,LA PORTE,FWY,-,1
1/2/16,0,Theft,11H50,"Road, Street, or Sidewalk",9200-9299,WINKLER,DR,-,1
1/2/16,9,Aggravated Assault,12D10,Vehicle/Auto Sales/Lease/Auto Parts Store,10700-10799,GULF,FWY,-,2
1/2/16,2,Burglary,12D10,Apartment Rental Office,100-199,EDGEBROOK,DR,E,1
1/2/16,11,Theft,12D10,Commercial Parking Lot or Garage,8300-8399,MOSLEY,RD,-,1
1/2/16,11,Theft,12D10,Other Parking Lot,8700-8799,ALMEDA GENOA,RD,-,1
1/2/16,12,Theft,12D10,Apartment Parking Lot,100-199,EDGEBROOK,DR,E,1
1/2/16,13,Auto Theft,12D10,"Church, Synagogue, or Temple Parking Lot",10700-10799,KATYA GILLIAN,DR,-,1
1/2/16,18,Theft,12D20,Grocery Store or Supermarket Parking Lot,9800-9899,BLACKHAWK,BLVD,-,1
1/2/16,15,Theft,12D20,"Field, Woods, Forest, Park",11500-11599,SABO,RD,-,1
1/2/16,15,Theft,12D20,Restaurant or Cafeteria Parking Lot,12300-12399,GULF,FWY,-,1
1/2/16,15,Theft,12D20,Other Parking Lot,12800-12899,GULF,FWY,-,1
1/2/16,0,Auto Theft,12D20,Other Parking Lot,11800-11899,SAM HOUSTON,PKWY,S,1
1/2/16,15,Theft,12D30,Restaurant or Cafeteria Parking Lot,13600-13699,GULF,FWY,-,1
1/2/16,12,Theft,12D30,Residence or House,13500-13599,RURAL OAK,ST,-,1
1/2/16,9,Theft,12D30,Residence or House,10800-10899,OCELOT,LN,-,1
1/2/16,23,Robbery,12D40,Restaurant or Cafeteria,12900-12999,SCARSDALE,BLVD,-,1
1/2/16,18,Theft,12D60,Apartment Parking Lot,16200-16299,BUCCANEER,-,-,1
1/2/16,15,Theft,12D60,Apartment Parking Lot,16200-16299,DIANA,LN,-,1
1/2/16,15,Theft,12D60,Grocery Store or Supermarket Parking Lot,16800-16899,EL CAMINO REAL,-,-,1
1/2/16,21,Auto Theft,12D70,Mall Parking Lot,500-599,BAYBROOK MALL,-,-,1
1/2/16,18,Auto Theft,13D10,Miscellaneous Business (Non-Specific),3300-3399,TELEPHONE,RD,-,1
1/2/16,16,Burglary,13D10,Apartment Rental Office,2500-2599,BEATTY,ST,-,1
1/2/16,17,Auto Theft,13D20,,8800-8899,AIRPORT,BLVD,-,1
1/2/16,15,Aggravated Assault,13D20,Apartment,8400-8499,BROADWAY,ST,-,1
1/2/16,15,Theft,13D20,Hotel or Motel Parking Lot,8700-8799,AIRPORT,BLVD,-,1
1/2/16,15,Theft,13D20,"Road, Street, or Sidewalk",8900-8999,AIRPORT,BLVD,-,1
1/2/16,14,Theft,13D20,Service or Gas Station,8500-8599,GULF,FWY,-,1
1/2/16,13,Robbery,13D20,Service or Gas Station,8900-8999,BROADWAY,ST,-,1
1/2/16,12,Rape,13D20,Apartment,6900-6999,FLAMINGO,DR,-,1
1/2/16,22,Theft,13D20,Bar or Night Club Parking Lot,7000-7099,MONROE,RD,-,1
1/2/16,12,Theft,13D20,Restaurant or Cafeteria Parking Lot,8500-8599,GULF,FWY,-,1
1/2/16,12,Theft,13D40,Miscellaneous Business (Non-Specific),6700-6799,ALMEDA GENOA,RD,-,1
1/2/16,2,Aggravated Assault,13D40,Residence or House,8100-8199,MISTY VALE,LN,-,2
1/2/16,8,Robbery,14D10,Bus Stop,4700-4799,EPPES,ST,-,1
1/2/16,13,Auto Theft,14D10,Hotel or Motel Parking Lot,4500-4599,WARD,ST,-,1
1/2/16,13,Auto Theft,14D10,"Road, Street, or Sidewalk",6600-6699,NEW YORK,-,-,1
1/2/16,22,Burglary,14D10,Residence or House,6800-6899,DRIFTWOOD,ST,-,1
1/2/16,14,Burglary,14D10,Residence or House,6800-6899,BEACHWOOD,ST,-,1
1/2/16,16,Theft,14D10,Convenience Store,6200-6299,SCOTT,ST,-,1
1/2/16,16,Aggravated Assault,14D20,Residence or House,1200-1299,NIAGARA,-,-,1
1/2/16,16,Robbery,14D20,"Multi-Plex Home (Duplex,Triplex Etc.)",8400-8499,LAWLER,-,-,1
1/2/16,15,Robbery,14D20,"Road, Street, or Sidewalk",3000-3099,BRISBANE,ST,-,1
1/2/16,15,Robbery,14D20,Convenience Store Parking Lot,8300-8399,CULLEN,BLVD,-,1
1/2/16,11,Robbery,14D20,Apartment Parking Lot,5000-5099,SUNFLOWER,-,-,1
1/2/16,0,Robbery,14D20,Apartment Parking Lot,7400-7499,CALHOUN,RD,-,1
1/2/16,14,Theft,14D30,Residence or House,7500-7599,MARTIN LUTHER KING,BLVD,-,1
1/2/16,15,Theft,14D30,Residence or House,5800-5899,SOUTHGOOD,-,-,1
1/2/16,14,Auto Theft,14D40,Service or Gas Station,11400-11499,MARTIN LUTHER KING,BLVD,-,1
1/2/16,16,Theft,14D40,Residence or House,11900-11999,RHEMA,LN,-,1
1/2/16,19,Robbery,14D40,Residence or House,5400-5499,MADDEN,LN,-,1
1/2/16,19,Aggravated Assault,14D40,Residence or House,12800-12899,SOUTHSPRING,DR,-,1
1/2/16,2,Theft,14D50,Residence or House,13900-13999,PROSPERITY RIDGE,DR,-,1
1/2/16,13,Burglary,14D50,"Vacant Single Occ Resd(House,Townhs,Dplex)",5900-5999,ALLISON,RD,-,1
1/2/16,8,Theft,1.50E+11,Construction Site,4800-4899,BRAESVALLEY,DR,-,1
1/2/16,19,Theft,1.50E+11,Other Parking Lot,8500-8599,ENDICOTT,LN,-,1
1/2/16,17,Theft,1.50E+11,Department or Discount Store,700-799,MEYERLAND PLAZA,-,-,2
1/2/16,15,Theft,1.50E+11,Restaurant or Cafeteria,500-599,MEYERLAND PLAZA,-,-,1
1/2/16,15,Theft,1.50E+21,Apartment Parking Lot,5500-5599,GASMER,DR,-,1
1/2/16,16,Theft,1.50E+21,Convenience Store Parking Lot,4900-4999,WILLOWBEND,-,-,1
1/2/16,21,Robbery,1.50E+21,Grocery Store or Supermarket Parking Lot,12300-12399,ATWELL,DR,-,1
1/2/16,9,Theft,1.50E+31,Strip Business Center Parking Lot,4600-4699,BEECHNUT,ST,-,1
1/2/16,7,Auto Theft,1.50E+41,Hotel or Motel Parking Lot,8100-8199,KIRBY,DR,-,1
1/2/16,13,Burglary,1.50E+41,Apartment,2200-2299,HOLLY HALL,-,-,1
1/2/16,13,Burglary,1.50E+41,Apartment,9900-9999,BUFFALO SPEEDWAY,-,-,1
1/2/16,12,Theft,1.50E+41,Miscellaneous Business (Non-Specific),2600-2699,LOOP,-,S,1
1/2/16,20,Auto Theft,1.50E+41,Restaurant or Cafeteria Parking Lot,1300-1399,OLD SPANISH,TRL,-,1
1/2/16,20,Auto Theft,1.50E+41,,2600-2699,LOOP,-,S,1
1/2/16,15,Theft,1.50E+41,"Other, Unknown, or Not Listed",2500-2599,BELLFORT,ST,W,1
1/2/16,14,Theft,1.50E+41,Specialty Store (Non-Specific),2500-2599,LOOP,-,S,1
1/2/16,9,Theft,1.60E+11,Residence or House,11900-11999,OAKMOOR,PKWY,-,1
1/2/16,14,Theft,1.60E+21,Convenience Store Parking Lot,4100-4199,ANDERSON,RD,-,1
1/2/16,14,Burglary,1.60E+21,"Church, Synagogue, or Temple",14000-14099,HIRAM CLARKE,RD,-,1
1/2/16,14,Aggravated Assault,1.60E+31,Residence or House,5500-5599,GRAPEVINE,-,-,1
1/2/16,14,Theft,1.60E+31,Service or Gas Station,14500-14599,POST OAK,RD,S,1
1/2/16,10,Auto Theft,1.60E+31,Residence or House,6200-6299,MCKINSTRY,BLVD,-,1
1/2/16,0,Theft,1.60E+41,Driveway,6900-6999,INDIAN FALLS,DR,-,1
1/2/16,10,Theft,1.60E+41,Restaurant or Cafeteria Parking Lot,5500-5599,RIDGECREEK,DR,W,1
1/2/16,11,Auto Theft,1.60E+41,"Road, Street, or Sidewalk",15600-15699,BRIARGATE,CT,-,1
1/2/16,12,Theft,1.60E+41,Driveway,16300-16399,BOWIE RIDGE,LN,-,1
1/2/16,7,Theft,1.60E+41,Driveway,4800-4899,PRAIRIE RIDGE,RD,-,1
1/2/16,16,Burglary,1.60E+41,Residence or House,5200-5299,CASTLECREEK,LN,-,1
1/2/16,20,Theft,1.60E+41,Residence or House,16200-16299,COYRIDGE,LN,-,1
1/2/16,19,Theft,1.60E+41,"Other, Unknown, or Not Listed",15400-15499,INDIAN WOODS,DR,-,1
1/2/16,3,Burglary,1.70E+11,Apartment,6600-6699,HILLCROFT,-,-,1
1/2/16,2,Aggravated Assault,1.70E+11,Apartment,6600-6699,DUNLAP,ST,-,1
1/2/16,12,Theft,1.70E+11,Apartment Parking Lot,6000-6099,RAMPART,-,-,1
1/2/16,22,Theft,1.70E+21,Condominium,9400-9499,FONDREN,RD,-,1
1/2/16,16,Theft,1.70E+31,"Electronics Store, Electrical Supplies",11500-11599,SOUTHWEST,FWY,-,1
1/2/16,18,Theft,1.70E+41,Apartment Parking Lot,12200-12299,FONDREN,RD,-,1
1/2/16,13,Theft,1.70E+41,Apartment Parking Lot,14600-14699,FONMEADOW,DR,-,1
1/2/16,11,Theft,1.70E+41,Clothing Store,11100-11199,FONDREN,RD,-,1
1/2/16,5,Theft,1.70E+41,"Road, Street, or Sidewalk",7600-7699,CREEKBEND,DR,-,1
1/2/16,9,Theft,18F20,Apartment Parking Lot,5200-5299,BROWNWAY,-,-,1
1/2/16,22,Theft,18F20,Restaurant or Cafeteria Parking Lot,5000-5099,WESTHEIMER,RD,-,1
1/2/16,22,Theft,18F20,Mall Parking Lot,5100-5199,HIDALGO,-,-,1
1/2/16,22,Theft,18F20,Drug Store or Medical Supply,5200-5299,RICHMOND,AVE,-,1
1/2/16,16,Theft,18F20,Strip Business Center Parking Lot,2300-2399,POST OAK,BLVD,-,1
1/2/16,15,Theft,18F20,Strip Business Center Parking Lot,5300-5399,WESTHEIMER,RD,-,1
1/2/16,15,Theft,18F20,Bar or Night Club,UNK,SAGE,-,-,1
1/2/16,9,Theft,18F30,Bar or Night Club,6100-6199,RICHMOND,AVE,-,1
1/2/16,8,Theft,18F30,Apartment Parking Lot,2900-2999,BRIARHURST,DR,-,1
1/2/16,2,Theft,18F30,Other Parking Lot,6100-6199,BEVERLYHILL,ST,-,1
1/2/16,11,Burglary,18F30,Apartment,3000-3099,GREENRIDGE,DR,-,1
1/2/16,10,Theft,18F40,"Theatres, Dinner Theaters, Auditoriums",2900-2999,DUNVALE,RD,-,1
1/2/16,10,Burglary,18F40,Restaurant or Cafeteria,2500-2599,VOSS,RD,S,1
1/2/16,13,Auto Theft,18F40,Driveway,8500-8599,WOODWAY,DR,-,1
1/2/16,16,Theft,18F40,Department or Discount Store,8300-8399,WESTHEIMER,RD,-,1
1/2/16,17,Theft,18F40,Other Parking Lot,7500-7599,WESTHEIMER,RD,-,1
1/2/16,21,Theft,18F40,Department or Discount Store,2700-2799,DUNVALE,RD,-,1
1/2/16,22,Burglary,18F60,Residence or House,9500-9599,SANDSTONE,-,-,1
1/2/16,20,Robbery,18F60,Apartment Parking Lot,6400-6499,GESSNER,DR,S,1
1/2/16,17,Theft,18F60,Liquor Store,7700-7799,BELLAIRE,BLVD,-,1
1/2/16,13,Theft,18F60,Bank or Savings Institution Parking Lot,8100-8199,GESSNER,DR,S,1
1/2/16,13,Theft,18F60,Driveway,8900-8999,STROUD,DR,-,1
1/2/16,9,Theft,18F60,"Other, Unknown, or Not Listed",7100-7199,REDDING,RD,-,1
1/2/16,8,Theft,19G10,Apartment,9400-9499,WOODFAIR,DR,-,1
1/2/16,13,Theft,19G10,Department or Discount Store,9400-9499,SAM HOUSTON,PKWY,W,1
1/2/16,13,Theft,19G10,Grocery Store or Supermarket,9400-9499,SAM HOUSTON,PKWY,W,1
1/2/16,12,Theft,19G10,Other Parking Lot,9400-9499,SAM HOUSTON,PKWY,W,1
1/2/16,10,Burglary,19G10,Apartment,9400-9499,SAM HOUSTON,PKWY,W,1
1/2/16,11,Theft,19G10,Apartment Parking Lot,7700-7799,CORPORATE,DR,-,1
1/2/16,17,Theft,19G10,Grocery Store or Supermarket,9400-9499,SAM HOUSTON,PKWY,W,1
1/2/16,14,Theft,19G10,Commercial Parking Lot or Garage,8800-8899,SAM HOUSTON,PKWY,W,1
1/2/16,14,Theft,19G10,Service or Gas Station,9800-9899,BEECHNUT,ST,-,1
1/2/16,18,Theft,19G10,Grocery Store or Supermarket Parking Lot,10100-10199,BEECHNUT,ST,-,1
1/2/16,18,Robbery,19G10,Apartment Parking Lot,7700-7799,CORPORATE,DR,-,1
1/2/16,18,Robbery,19G10,"Vacant Other Residential (Apartment,Dorms)",7700-7799,CORPORATE,DR,-,1
1/2/16,14,Theft,19G20,Mall Parking Lot,11200-11299,BELLAIRE,BLVD,-,1
1/2/16,15,Theft,19G20,Mall Parking Lot,11200-11299,BELLAIRE,BLVD,-,1
1/2/16,9,Auto Theft,19G20,"Road, Street, or Sidewalk",11700-11799,SEA SHORE,DR,-,1
1/2/16,0,Theft,19G40,"Multi-Plex Home (Duplex,Triplex Etc.)",11500-11599,MEADOW,LN,-,1
1/2/16,15,Theft,19G40,Apartment Parking Lot,11700-11799,GLEN,-,S,1
1/2/16,18,Theft,19G40,Apartment Parking Lot,11700-11799,GLEN,-,S,1
1/2/16,23,Burglary,19G50,Apartment,10300-10399,WILCREST,DR,-,1
1/2/16,17,Theft,19G50,"Hotel, Motel, Inn, Etc.",11100-11199,SOUTHWEST,FWY,-,1
1/2/16,16,Aggravated Assault,19G50,"Road, Street, or Sidewalk",10100-10199,BISSONNET,ST,-,1
1/2/16,3,Burglary,19G50,Apartment,10400-10499,SOUTH,DR,-,1
1/2/16,3,Robbery,19G50,Bar or Night Club Parking Lot,9700-9799,BISSONNET,ST,-,1
1/2/16,0,Theft,1A10,Commercial Parking Lot or Garage,1500-1599,LA BRANCH,-,-,1
1/2/16,9,Theft,1A10,Hotel or Motel Parking Lot,1200-1299,LOUISIANA,ST,-,1
1/2/16,23,Theft,1A10,Commercial Parking Lot or Garage,1500-1599,AUSTIN,ST,-,1
1/2/16,20,Theft,1A10,Commercial Parking Lot or Garage,1300-1399,AUSTIN,ST,-,1
1/2/16,8,Theft,1A20,"Road, Street, or Sidewalk",100-199,DENNIS,ST,-,1
1/2/16,3,Burglary,1A20,Apartment,500-599,BRANARD,ST,-,1
1/2/16,7,Auto Theft,1A20,Driveway,1200-1299,CROCKER,ST,-,1
1/2/16,7,Auto Theft,1A20,Miscellaneous Business (Non-Specific),2400-2499,LOUISIANA,ST,-,1
1/2/16,7,Burglary,1A20,Garage or Carport,200-299,MCGOWEN,ST,-,1
1/2/16,2,Theft,1A20,"Road, Street, or Sidewalk",300-399,FAIRVIEW,ST,-,1
1/2/16,13,Theft,1A20,"Road, Street, or Sidewalk",2900-2999,ALLEN,PKWY,-,1
1/2/16,11,Theft,1A30,Restaurant or Cafeteria Parking Lot,2300-2399,ALABAMA,ST,W,1
1/2/16,10,Auto Theft,1A30,Driveway,2200-2299,HAZARD,-,-,1
1/2/16,2,Burglary,1A30,Residence or House,1900-1999,HAROLD,ST,-,1
1/2/16,2,Burglary,1A30,Miscellaneous Business (Non-Specific),3700-3799,SHEPHERD,DR,S,1
1/2/16,21,Burglary,1A30,Residence or House,1900-1999,PORTSMOUTH,-,-,1
1/2/16,23,Theft,1A30,Strip Business Center Parking Lot,2100-2199,RICHMOND,AVE,-,1
1/2/16,7,Burglary,1A50,"Laundry, Dry Cleaners, Washaterias",3200-3299,SOUTHWEST,FWY,-,1
1/2/16,11,Theft,1A50,Bar or Night Club Parking Lot,3800-3899,SOUTHWEST,FWY,-,1
1/2/16,12,Theft,20G10,Commercial Parking Lot or Garage,5700-5799,RANCHESTER,DR,-,1
1/2/16,9,Theft,20G10,Apartment Parking Lot,8700-8799,TOWN PARK,DR,-,1
1/2/16,18,Theft,20G10,Apartment,3900-3999,WOODCHASE,-,-,1
1/2/16,18,Theft,20G10,"Road, Street, or Sidewalk",6300-6399,RANCHESTER,DR,-,1
1/2/16,17,Theft,20G10,Apartment Parking Lot,8700-8799,TOWN PARK,DR,-,1
1/2/16,16,Auto Theft,20G10,Apartment Parking Lot,9800-9899,RICHMOND,AVE,-,2
1/2/16,14,Theft,20G30,Apartment Parking Lot,2800-2899,WALLINGFORD,DR,-,2
1/2/16,18,Theft,20G30,Miscellaneous Business (Non-Specific),10900-10999,WESTHEIMER,RD,-,1
1/2/16,19,Theft,20G50,Mall Parking Lot,300-399,MEMORIAL CITY,WAY,-,1
1/2/16,23,Theft,20G50,Garage or Carport,800-899,SORELLA PVT,CT,-,1
1/2/16,17,Theft,20G50,Mall Common Area,900-999,GESSNER,RD,-,1
1/2/16,13,Theft,20G50,Miscellaneous Business (Non-Specific),900-999,GESSNER,RD,-,1
1/2/16,8,Auto Theft,20G60,Hotel or Motel Parking Lot,12300-12399,KATY,FWY,-,1
1/2/16,14,Theft,20G60,"Hotel, Motel, Inn, Etc.",15300-15399,KATY,FWY,-,1
1/2/16,15,Theft,20G60,"Field, Woods, Forest, Park",15200-15299,MEMORIAL,DR,-,1
1/2/16,20,Theft,20G70,Barber And Beauty Shops,12700-12799,BRANT ROCK,DR,-,1
1/2/16,8,Auto Theft,20G70,Vehicle/Auto Sales/Lease/Auto Parts Store,12900-12999,WESTHEIMER,RD,-,1
1/2/16,20,Auto Theft,20G80,"Other, Unknown, or Not Listed",14900-14999,WESTHEIMER,RD,-,1
1/2/16,16,Theft,20G80,Department or Discount Store,800-899,WEST OAKS MALL,-,-,1
1/2/16,0,Aggravated Assault,20G80,Bar or Night Club,15200-15299,WESTHEIMER,RD,-,1
1/2/16,15,Theft,21I50,Airport Terminal,3100-3199,TERMINAL,RD,N,1
1/2/16,5,Burglary,24C20,Convenience Store,3300-3399,NORTHPARK,DR,-,1
1/2/16,9,Theft,24C60,Residence or House,18000-18099,STARI MOST,LN,-,1
1/2/16,8,Aggravated Assault,2A10,"Road, Street, or Sidewalk",4100-4199,HAIN,-,-,1
1/2/16,17,Theft,2A10,Miscellaneous Business (Non-Specific),4700-4799,CETTI,ST,-,1
1/2/16,0,Aggravated Assault,2A10,Residence or House,1400-1499,TARLEY,-,-,1
1/2/16,15,Theft,2A20,Apartment Parking Lot,900-999,WINSTON,-,-,1
1/2/16,8,Auto Theft,2A20,"Road, Street, or Sidewalk",1300-1399,TABOR,-,-,1
1/2/16,13,Theft,2A30,Apartment Parking Lot,600-699,YALE,-,-,1
1/2/16,12,Theft,2A30,Drug Store or Medical Supply,100-199,20TH,ST,W,1
1/2/16,12,Theft,2A30,Commercial Parking Lot or Garage,1800-1899,YALE,ST,-,1
1/2/16,14,Theft,2A30,Restaurant or Cafeteria Parking Lot,2700-2799,WHITE OAK,DR,-,1
1/2/16,0,Auto Theft,2A40,Grocery Store or Supermarket Parking Lot,2500-2599,SHEARN,ST,-,1
1/2/16,17,Theft,2A40,Train (Not Metro) Terminal,900-999,WASHINGTON,AVE,-,1
1/2/16,13,Theft,2A40,Driveway,1500-1599,SUMMER,ST,-,1
1/2/16,11,Auto Theft,2A40,Residence or House,1800-1899,HOLLY,-,-,1
1/2/16,12,Burglary,2A50,Restaurant or Cafeteria Parking Lot,1400-1499,SHEPHERD,DR,-,1
1/2/16,12,Theft,2A50,Restaurant or Cafeteria Parking Lot,100-199,YALE,-,-,1
1/2/16,4,Theft,2A50,Bar or Night Club Parking Lot,6600-6699,WESCOTT FRONTAGE,RD,-,1
1/2/16,22,Theft,2A50,Bar or Night Club Parking Lot,6600-6699,WESTCOTT,ST,-,1
1/2/16,22,Theft,2A60,Hospital Parking Lot,1600-1699,LOOP,-,N,1
1/2/16,15,Auto Theft,2A60,Driveway,1500-1599,DROXFORD,DR,-,1
1/2/16,10,Theft,2A60,Other Parking Lot,1000-1099,LOOP,-,N,1
1/2/16,12,Auto Theft,3B10,Residence or House,4300-4399,SHERWOOD,LN,-,1
1/2/16,13,Burglary,3B10,Apartment,3600-3699,BOLIN,-,-,1
1/2/16,4,Theft,3B10,Apartment Parking Lot,4200-4299,SHERWOOD,LN,-,1
1/2/16,16,Theft,3B10,Restaurant or Cafeteria Parking Lot,2000-2099,MANGUM,-,-,1
1/2/16,17,Theft,3B10,Miscellaneous Business (Non-Specific),11000-11099,NORTHWEST,FWY,-,1
1/2/16,0,Theft,3B10,Apartment,4200-4299,LOCKFIELD,-,-,1
1/2/16,14,Theft,3B30,Restaurant or Cafeteria Parking Lot,1200-1299,JUDIWAY,ST,-,1
1/2/16,14,Theft,3B30,Miscellaneous Business (Non-Specific),3300-3399,ELLA,BLVD,-,1
1/2/16,3,Aggravated Assault,3B30,Other Parking Lot,UNK,1504 34TH 1,-,-,1
1/2/16,10,Burglary,3B30,Residence or House,1200-1299,STONECREST,DR,-,1
1/2/16,11,Robbery,3B40,Bus Stop,600-699,CROSSTIMBERS,-,-,1
1/2/16,5,Aggravated Assault,3B40,Residence or House,300-399,GLENBURNIE,DR,-,1
1/2/16,6,Burglary,3B40,Residence or House,1200-1299,BARKLEY,ST,-,1
1/2/16,23,Aggravated Assault,3B40,Bar or Night Club,1200-1299,34TH,ST,E,1
1/2/16,22,Theft,3B50,,4400-4499,NORTH,FWY,-,1
1/2/16,6,Theft,3B50,Apartment Parking Lot,300-399,BERRY,RD,-,1
1/2/16,9,Burglary,3B50,Apartment,UNK,BURRESS,ST,-,1
1/2/16,10,Auto Theft,3B50,Apartment Parking Lot,600-699,BERRY,RD,-,1
1/2/16,12,Theft,3B50,Department or Discount Store,4400-4499,NORTH,FWY,-,1
1/2/16,12,Theft,4F10,Department or Discount Store,1100-1199,BUNKER HILL,RD,-,1
1/2/16,10,Robbery,4F10,Apartment Parking Lot,10100-10199,WESTVIEW,DR,-,1
1/2/16,23,Burglary,4F20,Apartment,3100-3199,CRESTDALE,DR,-,1
1/2/16,17,Theft,4F20,Apartment,2400-2499,SAM HOUSTON,PKWY,W,1
1/2/16,10,Theft,4F30,Restaurant or Cafeteria Parking Lot,1000-1099,SH 6,-,N,1
1/2/16,13,Theft,5F10,Mall Parking Lot,7600-7699,KATY,FWY,-,1
1/2/16,23,Robbery,5F10,Apartment Parking Lot,1700-1799,WOODVINE,-,-,1
1/2/16,21,Robbery,5F20,Apartment Parking Lot,8700-8799,HAMMERLY,-,-,1
1/2/16,15,Auto Theft,5F20,Other Parking Lot,8500-8599,LONG POINT,RD,-,1
